PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1267,0,1,James 1267,male,9.6,0,3,TKT001267,94.61,E31,Q
1268,1,3,Michael 1268,male,32.4,1,1,TKT001268,6.07,,C
1269,0,3,James 1269,male,26.7,1,0,TKT001269,36.45,,C
1270,1,2,James 1270,male,71.1,1,3,TKT001270,61.71,,Q
1271,1,3,Sophia 1271,female,35.3,0,1,TKT001271,18.24,,S
1272,0,2,David 1272,female,66.6,1,2,TKT001272,38.82,A10,C
1273,0,1,Noah 1273,male,62.1,1,0,TKT001273,229.8,,S
1274,1,3,James 1274,female,70.9,1,0,TKT001274,31.71,,S
1275,0,3,Olivia 1275,male,77.6,2,0,TKT001275,23.47,,C
1276,0,3,Michael 1276,male,36.8,3,1,TKT001276,35.51,,S
1277,1,1,Liam 1277,female,22.3,3,3,TKT001277,169.77,B45,Q
1278,0,3,Michael 1278,male,2.5,3,0,TKT001278,26.89,,S
1279,0,2,Michael 1279,male,,1,0,TKT001279,35.77,,S
1280,1,2,John 1280,female,14.5,1,1,TKT001280,26.52,,Q
1281,1,1,Michael 1281,male,1.0,3,2,TKT001281,200.07,B45,C
1282,0,1,John 1282,male,6.9,1,3,TKT001282,102.92,C23,C
1283,1,1,James 1283,male,23.5,0,1,TKT001283,140.35,,C
1284,1,3,Mia 1284,female,73.3,4,1,TKT001284,35.74,,S
1285,1,2,Michael 1285,male,77.9,1,3,TKT001285,64.07,E31,S
1286,0,1,Michael 1286,male,15.0,4,3,TKT001286,55.83,A10,C
1287,0,2,Emma 1287,male,5.8,0,3,TKT001287,74.02,A10,Q
1288,1,1,Ava 1288,male,14.5,2,0,TKT001288,119.86,,C
1289,1,1,Olivia 1289,female,33.0,1,2,TKT001289,64.57,,Q
1290,1,2,David 1290,female,76.4,4,0,TKT001290,60.91,E31,S
1291,0,1,James 1291,male,64.1,2,1,TKT001291,95.96,C23,C
1292,1,3,James 1292,female,44.7,3,0,TKT001292,26.91,,Q
1293,1,1,Mia 1293,female,15.1,4,3,TKT001293,128.1,A10,C
1294,1,1,Alice 1294,female,6.0,4,3,TKT001294,244.67,,Q
1295,1,3,John 1295,female,67.1,4,2,TKT001295,39.8,,Q
1296,0,2,Noah 1296,male,54.9,3,3,TKT001296,61.73,C23,Q
1297,1,3,Liam 1297,female,4.0,2,2,TKT001297,11.16,,C
1298,1,1,William 1298,female,32.1,1,1,TKT001298,89.22,,Q
1299,0,2,Mary 1299,female,18.6,2,1,TKT001299,54.36,C23,Q
1300,0,3,Olivia 1300,female,39.2,1,1,TKT001300,19.13,,C
1301,1,1,James 1301,female,79.3,2,3,TKT001301,161.99,D12,Q
1302,1,1,Ava 1302,female,60.7,4,0,TKT001302,102.34,E31,S
1303,1,3,John 1303,female,4.7,0,2,TKT001303,14.42,,S
1304,1,2,Olivia 1304,female,24.2,1,3,TKT001304,32.14,,C
1305,1,1,Ava 1305,male,36.3,0,2,TKT001305,53.21,,S
1306,0,2,Liam 1306,male,31.3,1,3,TKT001306,61.76,E31,S
1307,1,2,Emma 1307,female,67.7,4,3,TKT001307,40.9,,C
1308,0,2,Michael 1308,male,47.1,2,2,TKT001308,52.33,B45,Q
1309,1,3,Ava 1309,female,58.9,4,2,TKT001309,32.57,,S
1310,0,2,Ava 1310,male,72.9,0,0,TKT001310,45.69,,S
1311,0,2,Noah 1311,male,19.1,2,2,TKT001311,77.51,A10,S
1312,1,1,David 1312,male,39.0,2,3,TKT001312,176.68,C23,C
1313,1,1,Alice 1313,female,68.2,0,1,TKT001313,139.8,D12,C
1314,1,2,Liam 1314,male,76.0,1,1,TKT001314,68.81,A10,S
1315,0,1,Robert 1315,male,70.4,3,2,TKT001315,174.81,E31,C
1316,1,1,Michael 1316,male,37.6,1,1,TKT001316,83.01,,C
1317,1,2,Emma 1317,female,60.0,1,0,TKT001317,49.03,A10,Q
1318,1,2,William 1318,female,44.8,3,1,TKT001318,52.96,A10,S
1319,1,3,Alice 1319,female,36.0,0,2,TKT001319,25.39,,S
1320,0,1,Mary 1320,male,45.8,2,1,TKT001320,226.31,E31,Q
1321,1,1,James 1321,male,26.7,2,2,TKT001321,242.83,C23,C
1322,0,2,John 1322,male,37.6,4,2,TKT001322,29.69,,C
1323,1,3,Ava 1323,female,62.2,4,3,TKT001323,20.64,,S
1324,1,3,James 1324,male,6.5,3,0,TKT001324,21.4,,S
1325,1,3,Alice 1325,female,26.8,0,0,TKT001325,13.51,,S
1326,1,2,Olivia 1326,female,58.4,3,3,TKT001326,22.26,D12,C
1327,0,3,Sophia 1327,male,56.7,0,0,TKT001327,27.31,,S
1328,0,2,Michael 1328,male,19.7,0,2,TKT001328,54.36,,S
1329,1,3,Mia 1329,male,74.4,4,2,TKT001329,10.86,,Q
1330,0,1,Sophia 1330,male,38.8,3,0,TKT001330,88.57,,S
1331,1,1,Ava 1331,female,10.1,3,3,TKT001331,176.66,,C
1332,1,1,Olivia 1332,male,61.9,0,3,TKT001332,126.52,,S
1333,1,3,Robert 1333,female,42.8,0,2,TKT001333,31.14,,Q
1334,1,2,James 1334,male,17.5,0,1,TKT001334,59.04,,C
1335,1,1,William 1335,male,2.8,2,1,TKT001335,128.96,E31,S
1336,1,2,Noah 1336,female,67.4,0,1,TKT001336,42.0,A10,Q
1337,0,1,Emma 1337,female,47.1,4,2,TKT001337,140.75,E31,C
1338,0,1,Olivia 1338,female,3.1,1,3,TKT001338,55.13,C23,S
1339,1,2,Sophia 1339,female,48.3,1,1,TKT001339,77.84,A10,S
1340,1,3,William 1340,female,72.2,0,1,TKT001340,33.97,,Q
1341,1,1,Emma 1341,female,10.9,3,2,TKT001341,231.6,D12,Q
1342,0,2,Michael 1342,male,54.5,0,1,TKT001342,45.51,,C
1343,1,2,Robert 1343,female,,0,3,TKT001343,27.11,,Q
1344,0,1,Liam 1344,male,22.8,2,3,TKT001344,134.76,,S
1345,0,3,Robert 1345,male,,4,0,TKT001345,21.22,,C
1346,1,1,James 1346,female,37.5,2,3,TKT001346,65.94,,C
1347,1,2,Michael 1347,male,56.6,3,3,TKT001347,30.9,C23,Q
1348,1,2,Olivia 1348,female,,3,1,TKT001348,31.94,B45,C
1349,1,2,Ava 1349,female,35.5,3,0,TKT001349,23.84,,S
1350,0,2,Michael 1350,male,34.6,4,3,TKT001350,55.36,A10,Q
1351,1,1,Noah 1351,female,4.0,2,0,TKT001351,97.19,E31,C
1352,0,3,Noah 1352,male,6.2,4,2,TKT001352,22.56,,Q
1353,1,2,Ava 1353,female,42.8,3,3,TKT001353,23.91,A10,Q
1354,1,1,Robert 1354,female,31.2,1,1,TKT001354,93.26,C23,C
1355,1,1,Olivia 1355,female,55.4,3,0,TKT001355,168.2,,S
1356,1,1,Mary 1356,female,68.0,0,3,TKT001356,92.87,B45,S
1357,0,3,Mia 1357,male,3.2,4,0,TKT001357,37.58,,S
1358,1,3,Mia 1358,female,49.6,1,0,TKT001358,25.46,,S
1359,1,1,James 1359,female,43.5,3,2,TKT001359,242.92,A10,C
1360,0,1,Emma 1360,male,36.7,3,0,TKT001360,152.63,E31,Q
1361,1,1,Sophia 1361,male,21.5,4,0,TKT001361,144.86,B45,C
1362,1,1,William 1362,female,53.8,3,1,TKT001362,149.94,,C
1363,0,3,Liam 1363,female,54.0,0,2,TKT001363,17.41,,S
1364,1,1,Liam 1364,female,4.5,3,2,TKT001364,106.82,C23,S
1365,1,3,Olivia 1365,female,64.6,3,2,TKT001365,6.58,,Q
1366,0,2,James 1366,female,57.9,2,0,TKT001366,50.7,B45,C
1367,0,1,Noah 1367,male,29.1,1,2,TKT001367,131.33,E31,Q
1368,1,3,Alice 1368,female,19.0,4,3,TKT001368,18.83,,Q
1369,0,2,Mia 1369,male,,1,2,TKT001369,24.43,,Q
1370,1,1,Mia 1370,male,9.5,2,2,TKT001370,193.94,A10,Q
1371,1,2,Alice 1371,male,66.6,2,0,TKT001371,74.39,,Q
1372,0,2,Michael 1372,male,3.5,3,0,TKT001372,21.7,A10,Q
1373,0,3,Liam 1373,male,43.5,0,3,TKT001373,38.47,,C
1374,1,1,Alice 1374,male,36.0,3,3,TKT001374,219.56,,C
1375,0,3,David 1375,female,49.8,4,3,TKT001375,24.23,,Q
1376,1,3,Mary 1376,female,8.1,0,1,TKT001376,28.1,,Q
1377,0,1,Michael 1377,male,62.7,0,3,TKT001377,235.75,,Q
1378,0,1,Mary 1378,male,43.5,4,2,TKT001378,91.43,B45,C
1379,1,3,David 1379,female,,1,2,TKT001379,27.8,,Q
1380,0,1,Michael 1380,female,,3,0,TKT001380,104.79,D12,C
1381,0,2,Olivia 1381,female,65.8,3,2,TKT001381,49.4,A10,C
1382,1,1,Noah 1382,male,64.6,1,1,TKT001382,76.17,D12,C
1383,1,3,John 1383,female,9.6,3,1,TKT001383,37.39,,S
1384,0,1,Alice 1384,male,15.3,2,0,TKT001384,242.87,,C
1385,1,1,Noah 1385,male,23.2,4,3,TKT001385,232.14,,S
1386,0,3,James 1386,male,,1,1,TKT001386,29.88,,S
1387,0,3,Michael 1387,male,75.4,1,3,TKT001387,33.07,,C
1388,0,3,Robert 1388,male,7.0,3,2,TKT001388,23.51,,S
1389,0,2,David 1389,female,58.6,4,1,TKT001389,41.02,,C
1390,1,1,John 1390,male,55.9,0,3,TKT001390,114.86,C23,C
1391,1,3,Mary 1391,female,52.5,1,1,TKT001391,35.8,,S
1392,1,2,Michael 1392,female,49.6,3,3,TKT001392,60.93,A10,S
1393,0,3,James 1393,male,51.7,4,3,TKT001393,35.37,,Q
1394,1,1,Ava 1394,male,28.9,0,2,TKT001394,158.58,B45,C
1395,0,1,Ava 1395,male,79.6,1,2,TKT001395,159.06,C23,S
1396,0,3,David 1396,male,59.5,4,0,TKT001396,21.6,,C
1397,1,1,Mia 1397,female,21.1,2,0,TKT001397,121.89,E31,C
1398,1,2,William 1398,male,44.6,4,0,TKT001398,65.34,B45,S
1399,1,3,Olivia 1399,female,21.2,4,1,TKT001399,25.27,,Q
1400,0,2,David 1400,male,25.8,3,1,TKT001400,48.76,B45,S
1401,0,3,Robert 1401,male,43.7,4,1,TKT001401,9.63,,Q
1402,1,1,Mia 1402,female,19.8,1,1,TKT001402,72.55,,S
1403,1,3,Robert 1403,male,74.0,1,0,TKT001403,5.52,,S
1404,0,3,Olivia 1404,male,37.4,4,3,TKT001404,34.44,,Q
1405,1,1,Mia 1405,female,,1,2,TKT001405,109.09,,C
1406,0,3,Noah 1406,male,47.6,4,1,TKT001406,32.41,,S
1407,1,2,Michael 1407,female,78.6,3,1,TKT001407,25.86,A10,S
1408,1,2,Sophia 1408,female,76.2,3,3,TKT001408,24.47,D12,C
1409,0,1,David 1409,male,,0,3,TKT001409,109.82,B45,Q
1410,1,1,James 1410,female,65.6,1,3,TKT001410,173.72,,C
1411,0,2,James 1411,male,30.9,1,3,TKT001411,44.32,A10,Q
1412,0,2,Alice 1412,male,54.9,2,3,TKT001412,24.36,D12,S
1413,1,2,Michael 1413,female,,4,1,TKT001413,76.6,C23,C
1414,1,2,Mary 1414,male,44.7,3,2,TKT001414,73.84,,C
1415,1,1,Mary 1415,female,37.1,4,1,TKT001415,184.19,A10,C
1416,1,3,Michael 1416,male,32.8,2,0,TKT001416,26.11,,C
1417,0,3,Ava 1417,male,73.2,4,2,TKT001417,9.62,,Q
1418,1,2,Ava 1418,female,67.0,2,3,TKT001418,27.59,,S
1419,0,3,David 1419,male,,0,3,TKT001419,16.98,,S
1420,0,1,John 1420,male,69.3,0,0,TKT001420,233.91,C23,C
1421,1,1,John 1421,male,57.6,3,0,TKT001421,77.25,C23,S
1422,1,3,Alice 1422,female,60.5,3,0,TKT001422,5.04,,Q
1423,0,2,Ava 1423,male,7.4,4,1,TKT001423,33.64,A10,S
1424,0,1,Mia 1424,male,65.0,4,2,TKT001424,50.92,A10,Q
1425,1,3,Olivia 1425,female,65.0,1,3,TKT001425,25.76,,C
1426,0,3,Noah 1426,male,76.6,4,1,TKT001426,38.58,,C
1427,0,2,Emma 1427,male,7.5,4,3,TKT001427,24.24,,S
1428,0,1,Emma 1428,male,24.4,1,3,TKT001428,195.67,B45,Q
1429,0,2,Liam 1429,male,78.3,2,2,TKT001429,46.87,,Q
1430,0,3,Ava 1430,male,15.0,2,3,TKT001430,36.77,,S
1431,0,2,Mary 1431,male,36.2,2,3,TKT001431,23.01,C23,S
1432,0,3,Mary 1432,male,66.1,0,3,TKT001432,31.8,,Q
1433,1,3,Michael 1433,female,,4,3,TKT001433,39.89,,S
1434,0,1,Liam 1434,male,24.3,4,2,TKT001434,60.8,,S
1435,1,2,Noah 1435,female,7.6,4,2,TKT001435,24.96,C23,S
1436,1,1,Noah 1436,male,61.0,4,2,TKT001436,113.9,C23,C
1437,1,1,Mia 1437,female,4.5,2,2,TKT001437,138.59,A10,Q
1438,1,1,David 1438,male,66.5,0,1,TKT001438,246.51,,Q
1439,1,1,Mary 1439,male,11.0,0,2,TKT001439,92.9,C23,Q
1440,0,1,Emma 1440,male,27.6,4,2,TKT001440,241.97,,S
1441,0,2,Olivia 1441,male,3.6,3,0,TKT001441,76.43,,S
1442,0,3,Alice 1442,female,21.8,1,1,TKT001442,29.3,,Q
1443,1,2,Ava 1443,female,77.1,1,2,TKT001443,20.17,,C
1444,1,1,Sophia 1444,male,28.5,1,2,TKT001444,148.65,,S
1445,1,3,Robert 1445,female,47.0,1,2,TKT001445,32.27,,C
1446,0,1,Robert 1446,male,,0,3,TKT001446,178.63,,Q
1447,1,1,David 1447,female,,2,3,TKT001447,126.81,A10,C
1448,1,2,John 1448,female,69.0,1,1,TKT001448,55.62,,C
1449,1,1,Liam 1449,male,12.2,4,1,TKT001449,154.13,A10,S
1450,1,1,Mary 1450,female,28.2,4,1,TKT001450,192.74,B45,S
1451,0,3,Noah 1451,female,42.3,0,3,TKT001451,20.18,,S
1452,1,2,Sophia 1452,female,7.4,4,0,TKT001452,64.98,A10,Q
1453,0,2,Alice 1453,male,38.8,4,3,TKT001453,71.48,E31,S
1454,1,2,John 1454,female,25.6,0,1,TKT001454,50.83,B45,Q
1455,0,3,John 1455,male,11.1,2,0,TKT001455,38.09,,C
1456,1,2,Emma 1456,female,52.7,4,1,TKT001456,71.62,,Q
1457,1,3,Mia 1457,male,50.6,1,1,TKT001457,6.77,,S
1458,0,3,Robert 1458,male,29.4,0,1,TKT001458,18.05,,Q
1459,0,2,Noah 1459,male,4.7,4,1,TKT001459,60.93,,C
1460,1,2,Alice 1460,female,72.3,4,0,TKT001460,27.92,,C
1461,1,2,Noah 1461,male,69.3,0,2,TKT001461,54.92,,S
1462,1,1,James 1462,female,32.0,0,2,TKT001462,66.23,A10,C
1463,1,2,Mary 1463,female,72.7,4,3,TKT001463,73.46,B45,C
1464,1,1,Olivia 1464,female,23.7,1,1,TKT001464,181.21,C23,Q
1465,1,2,Alice 1465,female,,3,0,TKT001465,47.22,,S
1466,1,1,David 1466,female,63.1,1,0,TKT001466,233.93,C23,Q
1467,0,3,Sophia 1467,male,76.0,1,1,TKT001467,26.8,,Q
1468,1,3,Robert 1468,female,48.5,1,2,TKT001468,16.86,,C
1469,0,2,Liam 1469,male,29.8,1,0,TKT001469,76.95,,S
1470,1,3,Liam 1470,female,33.0,3,2,TKT001470,21.34,,C
1471,1,2,Robert 1471,female,57.3,2,1,TKT001471,63.3,C23,C
1472,1,3,Noah 1472,female,68.7,0,3,TKT001472,22.6,,S
1473,1,1,Mia 1473,female,28.1,2,0,TKT001473,157.1,E31,C
1474,0,2,Ava 1474,male,26.5,1,0,TKT001474,43.82,,C
1475,1,1,William 1475,female,62.4,2,1,TKT001475,73.73,A10,S
1476,0,2,William 1476,male,24.8,3,1,TKT001476,63.1,B45,S
1477,1,1,Mary 1477,male,55.2,0,2,TKT001477,238.03,,Q
1478,1,1,Sophia 1478,female,45.0,4,3,TKT001478,91.82,B45,C
1479,1,3,William 1479,female,54.6,0,3,TKT001479,10.73,,C
1480,1,1,John 1480,male,37.6,0,2,TKT001480,135.99,,S
1481,0,3,Emma 1481,male,65.4,2,0,TKT001481,37.47,,S
1482,1,1,Sophia 1482,male,54.9,0,2,TKT001482,87.26,,S
1483,1,1,Olivia 1483,male,42.8,2,2,TKT001483,248.69,,Q
1484,0,3,Ava 1484,male,14.9,3,1,TKT001484,30.42,,C
1485,0,3,Alice 1485,male,49.6,1,1,TKT001485,36.83,,Q
1486,1,1,Noah 1486,female,16.0,2,1,TKT001486,171.58,B45,S
1487,0,2,James 1487,male,41.1,1,3,TKT001487,25.5,A10,Q
1488,1,1,Emma 1488,female,64.7,4,1,TKT001488,57.71,,Q
1489,0,3,David 1489,male,68.9,4,2,TKT001489,29.76,,C
1490,1,1,Alice 1490,female,60.5,1,0,TKT001490,91.96,B45,Q
1491,0,3,Liam 1491,male,79.8,1,1,TKT001491,24.81,,Q
1492,1,2,John 1492,female,,3,1,TKT001492,79.57,,Q
1493,1,1,Robert 1493,female,52.2,0,3,TKT001493,104.31,,Q
1494,0,1,Sophia 1494,female,76.0,0,2,TKT001494,52.71,,Q
1495,1,1,Emma 1495,female,57.9,2,0,TKT001495,127.22,C23,S
1496,0,2,David 1496,male,78.2,0,0,TKT001496,65.99,,Q
1497,1,3,Noah 1497,female,47.7,0,1,TKT001497,7.11,,S
1498,1,1,Alice 1498,female,13.5,2,0,TKT001498,174.55,A10,S
1499,0,3,Olivia 1499,male,75.8,4,3,TKT001499,19.21,,S
1500,1,1,William 1500,male,71.6,0,3,TKT001500,209.58,D12,C
1501,0,3,Liam 1501,female,28.8,2,1,TKT001501,36.5,,S
1502,0,3,William 1502,male,27.0,2,1,TKT001502,32.5,,S
1503,1,1,David 1503,male,,2,3,TKT001503,63.85,D12,C
1504,1,1,Michael 1504,female,1.1,3,2,TKT001504,162.25,D12,Q
1505,0,3,John 1505,female,25.5,2,2,TKT001505,19.93,,S
1506,0,2,Sophia 1506,male,25.9,4,1,TKT001506,55.33,,C
1507,1,1,Liam 1507,female,51.2,2,3,TKT001507,77.47,,Q
1508,1,1,Mary 1508,male,9.7,2,2,TKT001508,142.53,,Q
1509,1,3,David 1509,female,73.9,2,1,TKT001509,16.56,,C
1510,1,1,David 1510,female,25.1,4,3,TKT001510,163.88,C23,C
1511,0,3,James 1511,male,70.3,1,1,TKT001511,28.01,,S
1512,0,3,William 1512,male,34.2,4,2,TKT001512,39.59,,S
1513,0,1,Michael 1513,male,1.6,2,2,TKT001513,75.82,A10,Q
1514,1,1,Robert 1514,female,57.1,0,0,TKT001514,117.34,A10,C
1515,1,3,Alice 1515,female,25.0,2,0,TKT001515,33.8,,S
1516,0,1,John 1516,male,37.5,4,3,TKT001516,155.75,D12,S
1517,1,1,Robert 1517,male,29.5,4,2,TKT001517,101.87,,S
1518,0,2,David 1518,male,16.0,3,2,TKT001518,64.45,,S
1519,1,2,Noah 1519,female,9.5,4,0,TKT001519,62.85,D12,S
1520,0,3,William 1520,female,12.1,0,3,TKT001520,36.01,,C
1521,1,1,John 1521,female,15.9,1,1,TKT001521,91.57,C23,Q
1522,0,2,Alice 1522,female,15.3,4,1,TKT001522,65.53,,S
1523,0,1,Michael 1523,male,32.7,3,0,TKT001523,225.56,,Q
1524,0,3,Noah 1524,male,62.9,3,2,TKT001524,19.94,,C
1525,0,3,Alice 1525,male,,1,2,TKT001525,37.95,,C
1526,1,1,Mary 1526,male,,4,0,TKT001526,233.58,D12,S
1527,0,3,Liam 1527,female,13.9,3,2,TKT001527,33.5,,Q
1528,0,3,Mary 1528,female,9.0,4,1,TKT001528,14.12,,C
1529,0,2,James 1529,male,43.8,0,1,TKT001529,29.25,C23,S
1530,0,3,Liam 1530,female,,2,1,TKT001530,23.68,,S
1531,1,1,James 1531,female,36.7,3,0,TKT001531,87.26,,S
1532,1,3,Ava 1532,female,64.8,0,3,TKT001532,7.59,,C
1533,0,3,Emma 1533,male,48.3,1,2,TKT001533,13.81,,Q
1534,0,2,Alice 1534,male,14.9,0,2,TKT001534,64.91,B45,C
1535,0,1,Liam 1535,male,14.9,0,1,TKT001535,102.13,B45,S
1536,0,2,David 1536,female,70.3,3,0,TKT001536,49.95,A10,S
1537,0,2,William 1537,male,30.8,3,3,TKT001537,56.72,,C
1538,1,2,Michael 1538,male,53.0,3,3,TKT001538,64.46,,C
1539,1,1,Olivia 1539,male,45.8,1,0,TKT001539,66.11,,Q
1540,1,3,Mia 1540,female,13.5,3,1,TKT001540,35.26,,S
1541,0,3,Liam 1541,male,60.8,1,3,TKT001541,21.21,,S
1542,1,3,John 1542,female,15.2,4,2,TKT001542,26.82,,S
1543,1,1,Liam 1543,male,18.6,1,0,TKT001543,220.27,B45,Q
1544,0,1,James 1544,male,8.5,1,3,TKT001544,124.42,C23,Q
1545,1,3,James 1545,female,32.7,0,3,TKT001545,14.18,,C
1546,1,1,William 1546,female,54.2,4,3,TKT001546,127.65,D12,S
1547,1,3,David 1547,female,59.2,0,3,TKT001547,18.98,,Q
1548,0,1,David 1548,male,15.2,0,0,TKT001548,137.22,,C
1549,0,3,Mia 1549,male,18.1,4,0,TKT001549,22.89,,S
1550,1,3,Liam 1550,female,66.2,4,0,TKT001550,14.72,,Q
1551,0,3,John 1551,male,9.8,1,0,TKT001551,19.78,,S
1552,0,2,William 1552,male,60.1,0,2,TKT001552,43.76,,S
1553,1,1,Alice 1553,female,72.0,4,0,TKT001553,50.38,E31,S
1554,0,2,Mia 1554,female,35.1,4,3,TKT001554,71.47,B45,Q
1555,0,1,Alice 1555,male,33.2,3,3,TKT001555,177.0,D12,S
1556,1,2,Mia 1556,male,77.2,1,1,TKT001556,31.39,B45,S
1557,0,2,Sophia 1557,male,37.4,3,3,TKT001557,51.7,A10,C
1558,0,3,William 1558,male,,4,0,TKT001558,10.85,,Q
1559,1,1,Emma 1559,female,50.1,4,3,TKT001559,138.92,A10,Q
1560,0,3,Liam 1560,male,28.6,1,3,TKT001560,30.07,,C
1561,1,3,Mary 1561,female,32.5,1,2,TKT001561,25.12,,C
1562,0,2,Noah 1562,male,47.9,3,2,TKT001562,39.57,A10,S
1563,0,2,Michael 1563,male,38.5,4,3,TKT001563,55.42,,C
1564,0,3,James 1564,male,,2,2,TKT001564,22.43,,C
1565,1,1,Ava 1565,female,16.3,3,2,TKT001565,150.81,,S
1566,1,3,David 1566,female,64.9,2,2,TKT001566,23.68,,S
1567,0,3,John 1567,male,64.7,1,3,TKT001567,34.25,,S
1568,1,1,Emma 1568,female,23.9,4,0,TKT001568,62.24,C23,S
1569,0,3,William 1569,male,46.3,4,1,TKT001569,21.89,,Q
1570,1,2,Michael 1570,female,59.7,2,0,TKT001570,79.05,,S
1571,1,1,Emma 1571,male,,1,0,TKT001571,128.08,E31,C
1572,1,2,Sophia 1572,female,21.6,3,0,TKT001572,78.72,C23,Q
1573,1,3,John 1573,female,52.6,0,1,TKT001573,33.13,,C
1574,0,3,John 1574,female,19.2,3,3,TKT001574,25.84,,C
1575,0,2,Emma 1575,female,74.4,2,3,TKT001575,22.32,A10,C
1576,0,2,Mia 1576,male,61.7,2,3,TKT001576,27.49,,S
1577,1,2,Sophia 1577,female,72.2,2,1,TKT001577,67.13,,S
1578,0,3,Robert 1578,male,1.5,0,1,TKT001578,30.5,,Q
1579,0,1,William 1579,male,32.2,3,3,TKT001579,236.1,B45,S
1580,1,2,Alice 1580,female,44.1,4,2,TKT001580,39.26,B45,S
1581,1,1,Mary 1581,female,25.7,0,2,TKT001581,245.5,,S
1582,0,2,Noah 1582,male,8.3,1,2,TKT001582,48.3,C23,C
1583,1,1,David 1583,female,67.7,4,1,TKT001583,166.12,C23,S
1584,1,1,Robert 1584,female,43.2,4,1,TKT001584,74.96,B45,C
1585,1,3,Michael 1585,male,43.3,4,3,TKT001585,32.8,,S
1586,0,2,Emma 1586,male,35.3,1,2,TKT001586,30.89,,Q
1587,1,2,David 1587,male,63.0,2,3,TKT001587,71.81,B45,C
1588,0,3,David 1588,male,59.6,1,1,TKT001588,37.62,,C
1589,0,3,John 1589,male,21.3,4,0,TKT001589,36.71,,Q
1590,0,1,Alice 1590,male,,0,0,TKT001590,95.58,C23,Q
1591,1,3,Noah 1591,female,72.5,4,2,TKT001591,37.83,,Q
1592,0,3,Olivia 1592,female,14.5,2,1,TKT001592,27.23,,Q
1593,1,3,Olivia 1593,male,,0,1,TKT001593,30.59,,C
1594,0,3,James 1594,male,68.9,2,2,TKT001594,31.27,,C
1595,0,2,Alice 1595,male,17.3,1,0,TKT001595,51.38,A10,S
1596,1,2,Mia 1596,female,10.0,2,0,TKT001596,79.16,C23,S
1597,1,1,Ava 1597,male,46.6,2,0,TKT001597,79.56,B45,Q
1598,0,3,Robert 1598,female,60.3,1,3,TKT001598,28.41,,S
1599,1,1,David 1599,male,63.2,1,2,TKT001599,99.72,D12,C
1600,1,1,John 1600,male,4.3,2,2,TKT001600,156.22,A10,S
1601,0,2,Sophia 1601,male,37.4,3,1,TKT001601,75.96,B45,C
1602,0,1,James 1602,male,41.3,2,3,TKT001602,91.8,C23,S
1603,1,3,Robert 1603,female,36.6,4,3,TKT001603,33.71,,Q
1604,1,2,Alice 1604,male,70.3,4,1,TKT001604,43.57,,C
1605,1,1,Mia 1605,female,68.6,1,2,TKT001605,134.36,,S
1606,0,2,Emma 1606,male,21.3,1,2,TKT001606,24.59,D12,Q
1607,1,2,Michael 1607,female,4.4,1,0,TKT001607,31.33,,C
1608,0,2,Mary 1608,male,34.4,4,1,TKT001608,26.15,D12,Q
1609,1,1,William 1609,female,46.5,0,1,TKT001609,58.98,E31,S
1610,0,3,Ava 1610,female,61.5,2,3,TKT001610,13.3,,S
1611,1,1,Noah 1611,female,71.2,3,2,TKT001611,243.57,A10,Q
1612,1,1,William 1612,male,17.5,2,1,TKT001612,154.54,D12,Q
1613,1,1,Mia 1613,male,61.1,0,2,TKT001613,215.88,E31,S
1614,1,1,William 1614,female,11.1,1,1,TKT001614,102.9,,S
1615,1,3,Liam 1615,male,36.6,3,2,TKT001615,5.69,,S
1616,1,1,Mary 1616,male,79.8,1,1,TKT001616,160.17,C23,C
1617,1,1,Alice 1617,female,59.1,1,2,TKT001617,198.88,B45,S
1618,1,2,Mary 1618,female,15.7,0,0,TKT001618,61.63,,S
1619,0,2,Liam 1619,male,35.1,1,0,TKT001619,48.49,,S
1620,1,1,Sophia 1620,male,62.6,4,0,TKT001620,228.65,B45,S
1621,1,2,John 1621,female,25.7,3,1,TKT001621,28.19,A10,Q
1622,1,1,John 1622,female,62.5,4,3,TKT001622,84.33,E31,S
1623,0,2,Michael 1623,female,10.5,0,1,TKT001623,62.6,A10,Q
1624,0,2,David 1624,male,36.9,2,1,TKT001624,79.0,,S
1625,1,1,Liam 1625,female,32.4,0,2,TKT001625,86.22,,C
1626,1,2,Robert 1626,female,30.7,1,3,TKT001626,45.24,,C
1627,0,3,Emma 1627,male,65.6,2,2,TKT001627,9.69,,S
1628,1,1,Noah 1628,female,9.4,3,3,TKT001628,113.93,B45,Q
1629,1,3,James 1629,female,43.3,3,1,TKT001629,35.76,,S
1630,1,2,Ava 1630,female,72.7,4,0,TKT001630,47.37,D12,Q
1631,0,3,John 1631,male,,0,3,TKT001631,20.3,,Q
1632,1,2,Sophia 1632,male,58.7,2,3,TKT001632,39.56,E31,S
1633,1,1,Mary 1633,male,77.3,1,1,TKT001633,104.86,,Q
1634,1,3,Robert 1634,female,12.7,0,0,TKT001634,12.28,,S
1635,0,3,Mary 1635,male,20.6,4,0,TKT001635,13.37,,S
1636,1,1,Ava 1636,male,33.1,1,1,TKT001636,165.93,B45,Q
1637,1,1,John 1637,female,59.6,3,0,TKT001637,156.39,E31,Q
1638,1,2,Robert 1638,female,67.6,0,0,TKT001638,74.58,D12,S
